run_group,run_date,system,suite,suite_items,n_repeats,scorer_epoch,comparable_key,scope,status,bucket,metric,score_kind,value,sd_across_repeats,ci_low,ci_high,ci_method,n_items,artifact,notes
week_2_v1_and_external,2026-07-27,mamay4,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,overall,latency_p50_ms,,1122.3,,,,,64,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,mamay4,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,overall,latency_avg_ms,,2669.2,,,,,64,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,mamay4,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,chat,quality,ordinal_quarter,1.0,,1.0,1.0,bootstrap_items_percentile_95,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,mamay4,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,chat,latency_p50_ms,ordinal_quarter,3191.0,,,,,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,mamay4,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,code,quality,binary_exec,1.0,,1.0,1.0,bootstrap_items_percentile_95,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,mamay4,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,code,latency_p50_ms,binary_exec,2436.1,,,,,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,mamay4,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,instruct,quality,binary_format,0.875,,0.625,1.0,bootstrap_items_percentile_95,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,mamay4,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,instruct,latency_p50_ms,binary_format,1275.6,,,,,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,mamay4,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,knowledge,quality,binary_label,0.5312,,0.375,0.6875,bootstrap_items_percentile_95,32,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,mamay4,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,knowledge,latency_p50_ms,binary_label,830.3,,,,,32,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,mamay4,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,translate,quality,continuous_chrf,0.6527,,0.4191,0.8669,bootstrap_items_percentile_95,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,mamay4,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,translate,latency_p50_ms,continuous_chrf,1090.2,,,,,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,qwen,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,overall,overall_micro,,0.6561,,0.5463,0.7619,bootstrap_items_percentile_95,64,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,qwen,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,overall,latency_p50_ms,,422.4,,,,,64,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,qwen,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,overall,latency_avg_ms,,1211.8,,,,,64,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,qwen,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,chat,quality,ordinal_quarter,1.0,,1.0,1.0,bootstrap_items_percentile_95,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,qwen,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,chat,latency_p50_ms,ordinal_quarter,1637.9,,,,,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,qwen,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,code,quality,binary_exec,0.875,,0.625,1.0,bootstrap_items_percentile_95,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,qwen,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,code,latency_p50_ms,binary_exec,4097.5,,,,,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,qwen,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,instruct,quality,binary_format,0.875,,0.625,1.0,bootstrap_items_percentile_95,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,qwen,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,instruct,latency_p50_ms,binary_format,422.4,,,,,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,qwen,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,knowledge,quality,binary_label,0.4531,,0.2812,0.625,bootstrap_items_percentile_95,32,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,qwen,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,knowledge,latency_p50_ms,binary_label,173.0,,,,,32,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,qwen,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,translate,quality,continuous_chrf,0.6865,,0.6176,0.76,bootstrap_items_percentile_95,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,qwen,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,translate,latency_p50_ms,continuous_chrf,336.8,,,,,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,router_small,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,overall,overall_micro,,0.6459,,0.5323,0.7595,bootstrap_items_percentile_95,64,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,router_small,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,overall,latency_p50_ms,,1495.5,,,,,64,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,router_small,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,overall,latency_avg_ms,,3029.0,,,,,64,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,router_small,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,chat,quality,ordinal_quarter,1.0,,1.0,1.0,bootstrap_items_percentile_95,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,router_small,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,chat,latency_p50_ms,ordinal_quarter,3408.4,,,,,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,router_small,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,code,quality,binary_exec,0.875,,0.625,1.0,bootstrap_items_percentile_95,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,router_small,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,code,latency_p50_ms,binary_exec,3854.7,,,,,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,router_small,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,instruct,quality,binary_format,0.875,,0.625,1.0,bootstrap_items_percentile_95,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,router_small,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,instruct,latency_p50_ms,binary_format,1274.5,,,,,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,router_small,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,knowledge,quality,binary_label,0.4375,,0.2812,0.625,bootstrap_items_percentile_95,32,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,router_small,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,knowledge,latency_p50_ms,binary_label,834.6,,,,,32,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,router_small,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,translate,quality,continuous_chrf,0.6673,,0.4518,0.8675,bootstrap_items_percentile_95,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_2_v1_and_external,2026-07-27,router_small,mixed_ua_v1,64,1,unknown_early,mixed_ua_v1|unknown_early,full_suite,superseded,translate,latency_p50_ms,continuous_chrf,1093.9,,,,,8,results/week_2_v1_and_external/scores_mixed_ua_v1.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay12,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,overall,overall_micro,,0.7744,,0.7191,0.8288,bootstrap_items_percentile_95,160,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay12,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,overall,latency_p50_ms,,921.5,,,,,160,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay12,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,overall,latency_avg_ms,,1467.3,,,,,160,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay12,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,overall,overall_macro,,0.8398,,,,,160,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay12,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,overall,gpu_seconds_per_prompt,,1.4673,,,,,160,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay12,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,alignment,quality,binary_label,0.75,,0.625,0.875,bootstrap_items_percentile_95,48,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay12,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,alignment,latency_p50_ms,binary_label,187.1,,,,,48,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay12,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,chat,quality,ordinal_quarter,1.0,,1.0,1.0,bootstrap_items_percentile_95,8,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay12,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,chat,latency_p50_ms,ordinal_quarter,4943.7,,,,,8,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay12,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,code,quality,binary_exec,1.0,,1.0,1.0,bootstrap_items_percentile_95,8,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay12,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,code,latency_p50_ms,binary_exec,1903.7,,,,,8,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay12,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,instruct,quality,binary_format,0.875,,0.625,1.0,bootstrap_items_percentile_95,8,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay12,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,instruct,latency_p50_ms,binary_format,1528.9,,,,,8,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay12,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,knowledge,quality,binary_label,0.5938,,0.4062,0.75,bootstrap_items_percentile_95,32,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay12,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,knowledge,latency_p50_ms,binary_label,613.9,,,,,32,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay12,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,translate,quality,continuous_chrf,0.8198,,0.7957,0.8435,bootstrap_items_percentile_95,56,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay12,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,translate,latency_p50_ms,continuous_chrf,1901.2,,,,,56,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay4,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,overall,overall_micro,,0.7281,,0.6678,0.7853,bootstrap_items_percentile_95,160,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay4,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,overall,latency_p50_ms,,916.5,,,,,160,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay4,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,overall,latency_avg_ms,,1555.5,,,,,160,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay4,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,overall,overall_macro,,0.8117,,,,,160,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay4,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,overall,gpu_seconds_per_prompt,,1.5555,,,,,160,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay4,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,alignment,quality,binary_label,0.6875,,0.5417,0.8125,bootstrap_items_percentile_95,48,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay4,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,alignment,latency_p50_ms,binary_label,136.3,,,,,48,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay4,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,chat,quality,ordinal_quarter,1.0,,1.0,1.0,bootstrap_items_percentile_95,8,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay4,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,chat,latency_p50_ms,ordinal_quarter,3191.0,,,,,8,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay4,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,code,quality,binary_exec,1.0,,1.0,1.0,bootstrap_items_percentile_95,8,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay4,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,code,latency_p50_ms,binary_exec,2436.1,,,,,8,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay4,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,instruct,quality,binary_format,0.875,,0.625,1.0,bootstrap_items_percentile_95,8,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay4,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,instruct,latency_p50_ms,binary_format,1275.6,,,,,8,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay4,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,knowledge,quality,binary_label,0.5312,,0.375,0.6875,bootstrap_items_percentile_95,32,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay4,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,knowledge,latency_p50_ms,binary_label,830.3,,,,,32,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay4,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,translate,quality,continuous_chrf,0.7767,,0.7327,0.8144,bootstrap_items_percentile_95,56,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,mamay4,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,translate,latency_p50_ms,continuous_chrf,1442.6,,,,,56,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,qwen,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,overall,overall_micro,,0.6659,,0.6052,0.7269,bootstrap_items_percentile_95,160,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,qwen,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,overall,latency_p50_ms,,304.7,,,,,160,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,qwen,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,overall,latency_avg_ms,,732.1,,,,,160,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,qwen,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,overall,overall_macro,,0.7582,,,,,160,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,qwen,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,overall,gpu_seconds_per_prompt,,0.7321,,,,,160,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,qwen,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,alignment,quality,binary_label,0.6667,,0.5208,0.7917,bootstrap_items_percentile_95,48,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,qwen,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,alignment,latency_p50_ms,binary_label,54.2,,,,,48,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,qwen,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,chat,quality,ordinal_quarter,1.0,,1.0,1.0,bootstrap_items_percentile_95,8,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,qwen,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,chat,latency_p50_ms,ordinal_quarter,1637.9,,,,,8,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,qwen,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,code,quality,binary_exec,0.875,,0.625,1.0,bootstrap_items_percentile_95,8,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,qwen,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,code,latency_p50_ms,binary_exec,4097.5,,,,,8,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,qwen,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,instruct,quality,binary_format,0.875,,0.625,1.0,bootstrap_items_percentile_95,8,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,qwen,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,instruct,latency_p50_ms,binary_format,422.4,,,,,8,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,qwen,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,knowledge,quality,binary_label,0.4531,,0.2812,0.625,bootstrap_items_percentile_95,32,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,qwen,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,knowledge,latency_p50_ms,binary_label,173.0,,,,,32,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,qwen,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,translate,quality,continuous_chrf,0.6792,,0.6352,0.7177,bootstrap_items_percentile_95,56,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,qwen,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,translate,latency_p50_ms,continuous_chrf,589.8,,,,,56,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,router_small,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,overall,overall_micro,,0.6918,,0.6294,0.7525,bootstrap_items_percentile_95,160,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,router_small,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,overall,latency_p50_ms,,966.8,,,,,160,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,router_small,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,overall,latency_avg_ms,,1697.5,,,,,160,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,router_small,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,overall,overall_macro,,0.7689,,,,,160,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,router_small,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,overall,gpu_seconds_per_prompt,,1.6975,,,,,160,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
week_3_v2_and_pinned_v3,2026-07-28,router_small,mixed_ua_v2,160,1,unknown_early,mixed_ua_v2|unknown_early,full_suite,superseded,alignment,quality,binary_label,0.6458,,0.5,0.7708,bootstrap_items_percentile_95,48,results/week_3_v2_and_pinned_v3/scores_mixed_ua_v2.json,Unpinned decoding.
