id,bucket,role,source,mamay4_score,lapa_score,aya_score,mamay12_score,mamay4_latency_ms,lapa_latency_ms,aya_latency_ms,mamay12_latency_ms,best_of_mamay4_lapa_aya,score_var_3,cite_as_thesis
mmlu-world_religions-13873,knowledge,headline,mmlu_ukr,1.0,1.0,1.0,0.0,616.1,869.7,616.1,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
mmlu-world_religions-13907,knowledge,headline,mmlu_ukr,1.0,1.0,1.0,0.0,265.5,373.8,1902.6,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
mmlu-world_religions-13962,knowledge,headline,mmlu_ukr,0.0,0.0,0.0,0.0,224.9,315.4,1286.8,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
mmlu-world_religions-13998,knowledge,headline,mmlu_ukr,1.0,1.0,1.0,0.0,313.9,373.7,1278.7,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
mmlu-world_religions-14002,knowledge,headline,mmlu_ukr,1.0,1.0,1.0,0.0,624.5,746.3,1541.2,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-02-2-3968,knowledge,headline,zno,1.0,1.0,1.0,0.0,576.2,251.5,721.5,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-03-3-4001,knowledge,headline,zno,1.0,1.0,1.0,0.0,396.3,377.7,1001.8,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-03-3-4008,knowledge,headline,zno,1.0,1.0,1.0,0.0,134.7,251.4,71.5,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-04-4-4023,knowledge,headline,zno,1.0,1.0,1.0,0.0,135.2,189.0,1471.0,0.3,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-05-5-4044,knowledge,headline,zno,1.0,1.0,1.0,0.0,309.0,376.1,1248.6,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-05-5-4047,knowledge,headline,zno,1.0,1.0,1.0,0.0,662.0,250.9,71.7,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-05-5-4060,knowledge,headline,zno,1.0,1.0,1.0,0.0,535.6,554.6,60.8,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-06-6-4087,knowledge,headline,zno,0.0,0.0,0.0,0.0,269.0,316.5,61.7,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-06-6-4089,knowledge,headline,zno,1.0,1.0,1.0,0.0,353.1,316.6,112.1,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-07-7-4111,knowledge,headline,zno,1.0,1.0,1.0,0.0,135.7,251.0,1226.3,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-08-8-4135,knowledge,headline,zno,1.0,1.0,1.0,0.0,483.3,252.3,1856.4,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-08-8-4136,knowledge,headline,zno,1.0,1.0,1.0,0.0,1146.0,251.9,71.3,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-08-8-4148,knowledge,headline,zno,1.0,1.0,1.0,0.0,669.2,251.2,1562.7,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-09-9-4183,knowledge,headline,zno,1.0,1.0,1.0,0.0,747.6,250.4,1774.0,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-10-10-4189,knowledge,headline,zno,1.0,1.0,1.0,0.0,710.3,250.5,4835.3,0.3,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-10-10-4192,knowledge,headline,zno,1.0,1.0,1.0,0.0,357.2,251.3,848.6,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-11-11-4221,knowledge,headline,zno,1.0,1.0,1.0,0.0,484.5,251.3,1963.3,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-11-11-4237,knowledge,headline,zno,0.0,0.0,0.0,0.0,883.5,251.8,3488.2,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-12-12-4255,knowledge,headline,zno,1.0,1.0,1.0,0.0,357.4,247.7,851.4,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-15-15-4339,knowledge,headline,zno,1.0,1.0,1.0,0.0,934.8,251.3,1842.5,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-15-15-4347,knowledge,headline,zno,1.0,1.0,1.0,0.0,662.0,251.2,1140.7,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-16-16-4355,knowledge,headline,zno,0.0,0.0,0.0,0.0,748.4,252.6,1928.2,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-18-18-4404,knowledge,headline,zno,1.0,1.0,1.0,0.0,1143.4,189.1,70.7,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-18-18-4406,knowledge,headline,zno,1.0,1.0,1.0,0.0,842.5,251.7,1787.8,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-19-19-4442,knowledge,headline,zno,0.0,0.0,0.0,0.0,4762.7,251.9,1583.4,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-20-20-4455,knowledge,headline,zno,1.0,1.0,1.0,0.0,137.1,189.1,1161.1,0.3,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-21-21-4477,knowledge,headline,zno,1.0,1.0,1.0,0.0,534.7,188.9,70.8,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-23-23-4540,knowledge,headline,zno,0.0,0.0,0.0,0.0,1227.7,251.7,2118.2,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-25-25-4593,knowledge,headline,zno,0.0,0.0,0.0,0.0,354.2,376.6,1328.4,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-25-25-4603,knowledge,headline,zno,1.0,1.0,1.0,0.0,265.3,317.2,70.2,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-27-27-4662,knowledge,headline,zno,0.0,0.0,0.0,0.0,616.0,253.4,2593.4,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-28-28-4691,knowledge,headline,zno,0.0,0.0,0.0,0.0,660.4,251.0,69.9,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-29-29-4706,knowledge,headline,zno,0.0,0.0,0.0,0.0,444.3,622.9,3366.8,0.3,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-29-29-4723,knowledge,headline,zno,1.0,1.0,1.0,0.0,763.5,250.9,1020.5,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-29-29-4731,knowledge,headline,zno,1.0,1.0,1.0,0.0,441.1,252.6,2201.2,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-30-30-4745,knowledge,headline,zno,1.0,1.0,1.0,0.0,668.5,255.0,71.1,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-geo-30-30-4762,knowledge,headline,zno,1.0,1.0,1.0,0.0,310.2,251.9,842.2,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-00-0-2169,knowledge,headline,zno,1.0,1.0,1.0,0.0,135.2,190.7,2852.2,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-01-1-2179,knowledge,headline,zno,1.0,1.0,1.0,0.0,309.8,189.0,70.5,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-03-3-2251,knowledge,headline,zno,0.0,0.0,0.0,0.0,490.0,251.9,69.7,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-04-4-2274,knowledge,headline,zno,0.0,0.0,0.0,0.0,134.9,190.6,70.6,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-04-4-2284,knowledge,headline,zno,0.0,0.0,0.0,0.0,929.2,248.7,1006.7,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-04-4-2311,knowledge,headline,zno,1.0,1.0,1.0,0.0,1101.4,186.4,70.2,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-06-6-2402,knowledge,headline,zno,1.0,1.0,1.0,0.0,1897.6,248.7,71.4,0.3,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-07-7-2405,knowledge,headline,zno,1.0,1.0,1.0,0.0,308.5,247.8,1562.9,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-07-7-2425,knowledge,headline,zno,1.0,1.0,1.0,0.0,1489.2,186.3,60.3,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-08-8-2454,knowledge,headline,zno,1.0,1.0,1.0,0.0,136.3,252.3,4145.4,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-08-8-2478,knowledge,headline,zno,1.0,1.0,1.0,0.0,402.0,251.8,62.7,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-09-9-2496,knowledge,headline,zno,0.0,0.0,0.0,0.0,528.9,250.5,63.1,0.3,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-09-9-2506,knowledge,headline,zno,1.0,1.0,1.0,0.0,530.0,189.3,1110.7,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-10-10-2546,knowledge,headline,zno,1.0,1.0,1.0,0.0,446.7,190.5,62.6,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-11-11-2557,knowledge,headline,zno,1.0,1.0,1.0,0.0,489.0,251.7,1731.9,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-11-11-2558,knowledge,headline,zno,0.0,0.0,0.0,0.0,268.6,252.1,71.2,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-11-11-2560,knowledge,headline,zno,1.0,1.0,1.0,0.0,800.3,251.1,61.7,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-11-11-2561,knowledge,headline,zno,1.0,1.0,1.0,0.0,572.6,252.3,62.0,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-12-12-2594,knowledge,headline,zno,1.0,1.0,1.0,0.0,358.0,251.7,62.1,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-12-12-2606,knowledge,headline,zno,1.0,1.0,1.0,0.0,878.2,190.6,1743.0,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-13-13-2626,knowledge,headline,zno,1.0,1.0,1.0,0.0,397.9,251.2,69.6,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-14-14-2684,knowledge,headline,zno,1.0,1.0,1.0,0.0,711.4,188.9,3199.2,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-15-15-2722,knowledge,headline,zno,1.0,1.0,1.0,0.0,529.7,252.2,1909.4,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-16-16-2759,knowledge,headline,zno,0.0,0.0,0.0,0.0,314.9,252.3,62.2,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-16-16-2766,knowledge,headline,zno,0.0,0.0,0.0,0.0,890.9,251.7,1829.2,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-16-16-2776,knowledge,headline,zno,0.0,0.0,0.0,0.0,136.4,250.9,4206.6,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-16-16-2780,knowledge,headline,zno,1.0,1.0,1.0,0.0,135.1,190.2,71.8,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-16-16-2783,knowledge,headline,zno,0.0,0.0,0.0,0.0,484.6,252.4,64.1,0.3,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-19-19-2885,knowledge,headline,zno,0.0,0.0,0.0,0.0,136.8,192.9,70.6,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-20-20-2915,knowledge,headline,zno,1.0,1.0,1.0,0.0,491.8,254.3,1303.8,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-21-21-2961,knowledge,headline,zno,0.0,0.0,0.0,0.0,1105.0,188.8,62.6,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-23-23-3010,knowledge,headline,zno,1.0,1.0,1.0,0.0,580.9,251.5,71.3,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-23-23-3019,knowledge,headline,zno,1.0,1.0,1.0,0.0,446.8,251.2,64.7,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-24-24-3049,knowledge,headline,zno,1.0,1.0,1.0,0.0,353.4,250.3,62.1,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-25-25-3077,knowledge,headline,zno,1.0,1.0,1.0,0.0,134.7,188.7,62.4,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-25-25-3079,knowledge,headline,zno,0.0,0.0,0.0,0.0,186.1,251.6,2669.9,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-25-25-3102,knowledge,headline,zno,1.0,1.0,1.0,0.0,930.5,254.7,71.2,0.3,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-26-26-3115,knowledge,headline,zno,0.0,0.0,0.0,0.0,178.9,254.7,3818.6,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-27-27-3188,knowledge,headline,zno,1.0,1.0,1.0,0.0,663.5,252.2,70.9,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-28-28-3195,knowledge,headline,zno,0.0,0.0,0.0,0.0,440.6,249.7,60.8,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-28-28-3198,knowledge,headline,zno,1.0,1.0,1.0,0.0,660.8,250.8,2442.6,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-29-29-3242,knowledge,headline,zno,1.0,1.0,1.0,0.0,403.3,252.3,956.6,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-29-29-3248,knowledge,headline,zno,1.0,1.0,1.0,0.0,137.2,250.3,70.5,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-29-29-3252,knowledge,headline,zno,1.0,1.0,1.0,0.0,355.8,250.7,1366.6,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-30-30-3272,knowledge,headline,zno,1.0,1.0,1.0,0.0,442.0,251.0,754.7,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-30-30-3280,knowledge,headline,zno,1.0,1.0,1.0,0.0,401.0,251.8,1889.3,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-30-30-3284,knowledge,headline,zno,0.0,0.0,0.0,0.0,490.6,250.2,1134.8,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-32-32-3344,knowledge,headline,zno,1.0,1.0,1.0,0.0,314.7,254.0,71.8,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-32-32-3361,knowledge,headline,zno,1.0,1.0,1.0,0.0,358.4,252.2,62.6,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-33-33-3399,knowledge,headline,zno,1.0,1.0,1.0,0.0,440.4,251.8,1878.6,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-34-34-3426,knowledge,headline,zno,1.0,1.0,1.0,0.0,712.5,189.3,71.3,0.3,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-34-34-3430,knowledge,headline,zno,0.0,0.0,0.0,0.0,182.6,251.7,61.9,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-35-35-3482,knowledge,headline,zno,1.0,1.0,1.0,0.0,136.2,189.6,1288.8,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-37-37-3530,knowledge,headline,zno,0.0,0.0,0.0,0.0,578.2,250.9,3187.3,0.3,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-37-37-3552,knowledge,headline,zno,1.0,1.0,1.0,0.0,137.0,251.0,3740.7,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-38-38-3572,knowledge,headline,zno,1.0,1.0,1.0,0.0,579.5,252.1,1818.3,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-39-39-3623,knowledge,headline,zno,1.0,1.0,1.0,0.0,136.7,190.8,65.0,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-39-39-3625,knowledge,headline,zno,1.0,1.0,1.0,0.0,446.4,251.6,63.0,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-40-40-3653,knowledge,headline,zno,1.0,1.0,1.0,0.0,441.8,251.6,575.9,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-40-40-3669,knowledge,headline,zno,1.0,1.0,1.0,0.0,134.5,188.9,1353.4,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-42-42-3684,knowledge,headline,zno,1.0,1.0,1.0,0.0,134.6,190.7,71.5,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-43-43-3697,knowledge,headline,zno,1.0,1.0,1.0,0.0,134.2,253.5,1288.3,0.3,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-46-46-3731,knowledge,headline,zno,1.0,1.0,1.0,0.0,573.2,254.4,71.4,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-47-47-3747,knowledge,headline,zno,1.0,1.0,1.0,0.0,352.2,436.3,69.7,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-47-47-3749,knowledge,headline,zno,1.0,1.0,1.0,0.0,659.3,251.5,1484.6,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-47-47-3753,knowledge,headline,zno,1.0,1.0,1.0,0.0,1137.3,251.2,72.5,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-his-47-47-3762,knowledge,headline,zno,1.0,1.0,1.0,0.0,440.0,252.0,1259.5,0.3,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-mat-06-6-3850,knowledge,headline,zno,1.0,1.0,1.0,0.0,6686.3,254.5,2348.9,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-ukr-00-0-14,knowledge,headline,zno,0.0,0.0,0.0,0.0,6931.7,255.6,409.8,0.3,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-ukr-00-0-29,knowledge,headline,zno,1.0,1.0,1.0,0.0,654.0,389.9,1241.5,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-ukr-00-0-44,knowledge,headline,zno,0.0,0.0,0.0,0.0,572.9,253.5,872.6,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-ukr-01-1-74,knowledge,headline,zno,1.0,1.0,1.0,0.0,1110.5,472.9,275.3,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-ukr-02-2-121,knowledge,headline,zno,0.0,0.0,0.0,0.0,1639.6,253.4,5883.3,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-ukr-03-3-166,knowledge,headline,zno,0.0,0.0,0.0,0.0,623.6,250.0,1005.7,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-ukr-04-4-211,knowledge,headline,zno,0.0,0.0,0.0,0.0,313.5,317.7,1337.4,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-ukr-04-4-222,knowledge,headline,zno,0.0,0.0,0.0,0.0,8406.1,188.8,3263.1,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-ukr-04-4-251,knowledge,headline,zno,0.0,0.0,0.0,0.0,527.6,254.4,1233.5,0.3,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-ukr-05-5-271,knowledge,headline,zno,0.0,0.0,0.0,0.0,439.6,188.5,1196.0,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-ukr-05-5-276,knowledge,headline,zno,1.0,1.0,1.0,0.0,691.4,555.6,1103.4,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
zno-ukr-05-5-301,knowledge,headline,zno,0.0,0.0,0.0,0.0,308.6,191.1,1596.3,0.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
